Category,Text	
positive,"""4674"",""rt : telangana govt's innovative solution to help farmers affected due to demonetization:  04:34:09"",false,na,""801282668058939392"",na,""<a href="""" rel=""""nofollow"""">twitter for iphone</a>"",""vinodpokalwar"",42,true,false"	
positive,"""4665"",""demonetization govts move made more damage to the economy than oppsn stalling the parliament govt should stand up and take notice."",false,0,na,""2016-11-23 04:35:52"",false,na,""801283096662282240"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""devesh_joshi78"",0,false,false"	
positive,"""4658"",""rt : honest ppl r not suffering cos of demonetization .. thy r suffering cos of poor fund circulation."",false,0,na,""2016-11-23 04:36:45"",false,na,""801283319186890752"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""nikitas73199810"",3,true,false"	
positive,"""4656"",""please take part in this survey &amp; give your valuable input on demonetization . pm has asked your first hand...  04:37:27"",false,na,""801283495133777920"",na,""<a href="""" rel=""""nofollow"""">facebook</a>"",""saggirex"",1,false,false"	
positive,"""4651"",""proud to be a tax payer. tables turning.ache din coming. demonetizationeffect demonetization modifightscorruption"",false,0,na,""2016-11-23 04:39:00"",false,na,""801283885354975232"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""beeshilpa"",0,false,false"	
positive,"""4649"",""demonetization spread joy to everyone in queue by withdrawing only rs.1000/- from atm withdrawupto1000fromatm"",false,0,na,""2016-11-23 04:39:13"",false,na,""801283939700772864"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""abhi_indelhi15"",0,false,false"	
positive,"""4644"",""a must read piece on demonetization by  in today's  """"fighting corruption? right""""   04:39:51"",false,na,""801284101705592832"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""pallabb"",8,false,false"	
positive,"""4629"",""rt : this the true picture of our country demonetization jantamaafnahikaregi <u+0928><u+094b><u+091f><u+092a><u+0930><u+091a><u+094b><u+091f> cashcrisis  04:42:24"",false,na,""801284744562417664"",na,""<a href="""" rel=""""nofollow"""">twitter for iphone</a>"",""daily_ncp"",15,true,false"	
positive,"follow , ,  for real news."	
positive,"follow , ,  for real news."	
positive,"follow , ,  for real news."	
positive,"follow , ,  for real news."	
positive,"follow , ,  for real news."	
positive,"""4608"",""rt : respected supreme court please check if this can also cause riots. kindly check with"	
positive,"""4604"",""we should bring smile on everyone in queue by withdrawupto1000fromatm demonetization abhi"",false,0,na,""2016-11-23 04:46:59"",false,na,""801285897857572864"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""abhi_indelhi15"",0,false,false"	
positive,"""4590"",""rt : rt if you support demonetization and favorite if you are against it!"",false,0,na,""2016-11-23 04:50:49"",false,na,""801286861041926144"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""jitendrasing1"",894,true,false"	
positive,"""4587"",""demonetization crisis much? <ed><u+00a0><u+00bd><ed><u+00b8><u+008b> barrelsnbones goa panaji steakhouse foodingoa  04:51:25"",false,na,""801287012951228418"",na,""<a href="""" rel=""""nofollow"""">buffer</a>"",""barrels_n_bones"",0,false,false"	
positive,"""4586"",""rt : new trick by  to scare people."	
positive,"""4585"",""rt : new trick by  to scare people."	
positive,"""4580"",""the latest sushil pandit !  demonetization"",false,0,na,""2016-11-23 04:53:17"",false,na,""801287483782594560"",na,""<a href="""" rel=""""nofollow"""">paper.li</a>"",""panditsushil203"",0,false,false"	
positive,"""4567"",""rt : new trick by  to scare people."	
positive,"""4565"",""rt : why aren't rich standing in the queues?"	
positive,"follow , ,  for real news."	
positive,"""4558"",""rt : fresh currency notes recovered from slain militants in bandipora kashmir  demonetization"",false,0,na,""2016-11-23 05:03:01"",false,na,""801289931188477953"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""asifplaisar"",3,true,false"	
positive,"follow , ,  for real news."	
positive,"""4543"",""to all social media buds- considering the hue n cry on demonetization do u think we can reach &gt;50% share for cashless transaction by 2019??"",false,0,na,""2016-11-23 05:06:47"",false,na,""801290878593695744"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""nishantsingh76"",0,false,false"	
positive,"""4540"",""the whole of india is coming to know whose wedding is scheduled for the day.. presstitutes demonetization special cover up"",false,0,na,""2016-11-23 05:08:05"",false,na,""801291204226908165"",na,""<a href="""" rel=""""nofollow"""">mobile web (m2)</a>"",""mnsays"",0,false,false"	
positive,good news for railway passengers	
positive,"follow , ,  for real news."	
positive,"""4535"",""vegetable &amp; fruit grower's suffering more after demonetization, need special provision's"	
positive,"but best thing was comments that followed it.. <ed><u+00a0><u+00bd><ed><u+00b8><u+0082> <ed><u+00a0><u+00bd><ed><u+00b8><u+0082> <ed><u+00a0><u+00bd><ed><u+00b8><u+0082>  05:11:54"",false,na,""801292167050301440"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""dsp1808"",0,false,false"	
positive,"""4512"",""rt : why aren't rich standing in the queues?"	
positive,"""4510"",""rt : """"minor inconvenience"""" for """"major convenience"""" of vijay mallya and friends. demonetization  05:13:15"",false,na,""801292505560051712"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""haroonrulz"",520,true,false"	
positive,im full supporting demonetization	
positive,100<u+20b9> note could have been printed first	
positive,"follow , ,  for real news."	
positive,"1st phase deposits of demonetization is """"the real currency requirement"""" of our nation as liquid cash"	
positive,real reason is demonetization	
positive,"""4504"",""rt : lol!!"	
positive,"""4499"",""just looking at this poster i'm sure it's not just the demonetization that's the reason  05:17:26"",false,na,""801293558812708864"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""yesdeekay"",0,false,false"	
positive,"""4497"",""economic affairs secretary  is as famous as our pm  after announcing of demonetization of notes."",false,0,na,""2016-11-23 05:17:40"",false,na,""801293618736726016"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""abhilashneelam"",0,false,false"	
positive,"""4495"","" by supporting featurephones are u not making banking system more vulnerable as they are known 2 b less safe demonetization"",false,0,""dasshaktikanta"",""2016-11-23 05:18:14"",false,na,""801293759904358401"",""2966532212"",""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""subrsh87"",0,false,false"	
positive,"""4481"",""demonetization has many byproducts"	
positive,"""4479"",""two big waves of change demonetization donaldtrump one perfect solution erp can help you adapt to these changes  05:24:37"",false,na,""801295365379072000"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""batchmasterind"",2,false,false"	
positive,"""4478"",""demonetization will hit agriculture very badly.farmers to face hardship wth no buyers, illiquid 2000rs &amp; perishability of farm produce"",false,1,na,""2016-11-23 05:25:01"",false,na,""801295468118573056"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""agrifoodretail"",0,false,false"	
positive,read more:	
positive,"""4460"",""rt : . thanks hon pm  for the decision on demonetization and blackmoney  05:29:40"",false,na,""801296639147331584"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""ravinmarwaha"",381,true,false"	
positive,"""4457"",""ratantata said """"demonetization a bold move and deserves our support"""". blackmoney currencyban corruption 05:30:00"",false,na,""801296721665851392"",na,""<a href="""" rel=""""nofollow"""">tweetdeck</a>"",""funcasticapp"",0,false,false"	
positive,"""4450"",""this is how new jobs in india is generated demonetization currencyshortage bookmychotu  05:31:47"",false,na,""801297171362574337"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""nilanjan_009"",0,false,false"	
positive,"""4447"","" i support demonetization sir. 1 request. plz make 100 notes available in market. facing difficulty for day to day marketing"",false,0,""dasshaktikanta"",""2016-11-23 05:32:38"",false,na,""801297384579993600"",""2966532212"",""<a href="""" rel=""""nofollow"""">mobile web (m5)</a>"",""physiopranjal"",0,false,false"	
positive,"""4435"",""for everyone who r against demonetization, think if we can re do the old system? if not, why protest? accept the change and make it better"",false,0,na,""2016-11-23 05:35:19"",false,na,""801298057744842753"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""raghunath_nv"",0,false,false"	
positive,"follow , ,  for real news."	
positive,"""4422"",""demonetization the time has come to put mudra into action, writes prof. r vaidyanathan -   "",false,5,na,""2016-11-23 05:40:05"",false,na,""801299259761033217"",na,""<a href="""" rel=""""nofollow"""">hootsuite</a>"",""sreeiyer1"",6,false,false"	
positive,who is responsible?	
positive,"""4410"",""even the general public are facing issue due to demonetization but still, they are supporting it. but not the political parties. thinkit"",false,1,na,""2016-11-23 05:43:39"",false,na,""801300158675906561"",na,""<a href="""" rel=""""nofollow"""">tweetdeck</a>"",""rahul100885"",0,false,false"	
positive,"""4406"",""indians will condole the death political parties due to demonetization we dont need to be in pa we will do it openly in full public view."",false,6,na,""2016-11-23 05:44:02"",false,na,""801300252997419008"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""anilkohli54"",4,false,false"	
positive,"""4405"",""rt : the reality of real estate demonetization realestate realestateinvestment realty  05:44:08"",false,na,""801300277844443136"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""anamikag"",3,true,false"	
positive,"""4404"",""rt : key info-graphics related to demonetization so far, in one place, courtesy various sources..  05:44:27"",false,na,""801300357917896705"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""pradeep19941994"",272,true,false"	
positive,"""4403"",""most of the jewellery houses have been closed since november 11 in the national capital."	
positive,"""4401"","" i support you fully on the demonetization process. thanks for taking the first step toward stopping the corruption. welldone !!!"",false,0,""pmoindia"",""2016-11-23 05:45:25"",false,""801058565528031232"",""801300602550685696"",""471741741"",""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""gauravgarg4"",0,false,false"	
positive,who is responsible?	
positive,"""4377"",""demonetization the time has come to put mudra into action, writes prof. r vaidyanathan -  "",false,4,na,""2016-11-23 05:51:46"",false,na,""801302198286254081"",na,""<a href="""" rel=""""nofollow"""">twitter for blackberry</a>"",""rohtakite"",1,false,false"	
positive,"""4371"",""rt : demonetization the time has come to put mudra into action, writes prof. r vaidyanathan -  "",false,0,na,""2016-11-23 05:54:42"",false,na,""801302936034902016"",na,""<a href="""" rel=""""nofollow"""">twitter for blackberry</a>"",""sameeruniverse"",1,true,false"	
positive,"""4368"",""by launching an aap 2 garner support fr demonetization ,our pm hs shown his complete disconnect wid da indian reality. wat wld it achieve?"",false,4,na,""2016-11-23 05:55:43"",false,na,""801303193468764160"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""soumikdas"",4,false,false"	
positive,"""4356"",""govt want people 2 use upi for payments, but out of 30 major banks only 17 have upi app available demonetization"	
positive,"""4353"",""rt : govt want people 2 use upi for payments, but out of 30 major banks only 17 have upi app available demonetization"	
positive,"""4345"",""rt : the reality of real estate demonetization realestate realestateinvestment realty  06:00:10"",false,na,""801304312311910404"",na,""<a href="""" rel=""""nofollow"""">sociboom for iefx</a>"",""codykellem"",3,true,false"	
